case_id	sample_name	sample_type	n_ct	dataset_id
68b86559-38b2-41f2-b66e-c3c2b628b14d	2da2e707-9b14-456f-8556-9c38bdaafc2d	Fresh Frozen	214	TCGA
68b86559-38b2-41f2-b66e-c3c2b628b14d	86890631-f703-43ea-a245-e75ad8be7f5f	Fresh Frozen	196	TCGA
68b86559-38b2-41f2-b66e-c3c2b628b14d	d4f577b3-8e61-45b4-ae8f-1f88b021f31d	Fresh Frozen	181	TCGA
68b86559-38b2-41f2-b66e-c3c2b628b14d	6eaa7c00-6be9-4914-ba98-92f4de06f249	Fresh Frozen	176	TCGA
68b86559-38b2-41f2-b66e-c3c2b628b14d	7894afe7-b1c5-4ebe-9ebb-a0ade6a6b5b6	Fresh Frozen	201	TCGA
68b86559-38b2-41f2-b66e-c3c2b628b14d	793e2654-87ef-460c-b988-6c6625842f10	Fresh Frozen	242	TCGA
68b86559-38b2-41f2-b66e-c3c2b628b14d	c461d905-1f6f-44ef-8c28-752a756110af	Fresh Frozen	174	TCGA
6cb6f179-defd-4661-af0a-c353b74c0c49	7d024880-8859-4521-b57e-f56d6fe9d88a	FFPE	146	TCGA
6cb6f179-defd-4661-af0a-c353b74c0c49	a3c4f011-f244-4071-a7f3-399b4cecceb1	FFPE	197	TCGA
6cb6f179-defd-4661-af0a-c353b74c0c49	d83724c1-f7bd-4ab2-87f2-02f3ed0ecddc	Fresh Frozen	23	TCGA
6cb6f179-defd-4661-af0a-c353b74c0c49	4ce6f885-c45a-4db2-97b7-0e2fa9f29427	Fresh Frozen	17	TCGA
6cb6f179-defd-4661-af0a-c353b74c0c49	d363e095-d351-4243-a10d-ca7b6910a93e	Fresh Frozen	42	TCGA
6cb6f179-defd-4661-af0a-c353b74c0c49	cd8a21b7-7e9d-453d-9669-3d61b75931f0	Fresh Frozen	33	TCGA
6cd8d2dd-5545-43b0-b796-ae0506d62eb8	a82846b3-c3df-443e-b9e6-836380fa60e3	FFPE	140	TCGA
6cd8d2dd-5545-43b0-b796-ae0506d62eb8	e185d16f-1bf4-4376-988b-0c28223edae7	FFPE	113	TCGA
6cd8d2dd-5545-43b0-b796-ae0506d62eb8	53b92997-5c5c-48cb-835a-e6da06c30648	Fresh Frozen	157	TCGA
6cd8d2dd-5545-43b0-b796-ae0506d62eb8	8a0b3eeb-dcf6-47aa-a833-8b1f2cd0c300	Fresh Frozen	142	TCGA
6cd8d2dd-5545-43b0-b796-ae0506d62eb8	1b846a97-6b2b-49e3-b3f0-fd168c2793d5	Fresh Frozen	222	TCGA
6cd8d2dd-5545-43b0-b796-ae0506d62eb8	8ad22921-063e-46a2-93a4-c81134b3c3b8	Fresh Frozen	170	TCGA
6cd9baf5-bbe0-4c1e-a87f-c53b3af22890	ae8e5b2b-f3eb-4e56-8847-5afe8d44a98b	FFPE	294	TCGA
6cd9baf5-bbe0-4c1e-a87f-c53b3af22890	0fc92032-7567-46dc-bfce-e2d1ebf0b3ca	Fresh Frozen	49	TCGA
6e3b6b72-142d-4b8d-a462-28a205796e41	796c7243-d4d7-43ea-bb8a-f0c118ad0fcd	FFPE	359	TCGA
6e3b6b72-142d-4b8d-a462-28a205796e41	eb153a3c-2845-4115-89a4-ba3865fd77e4	Fresh Frozen	389	TCGA
6e3b6b72-142d-4b8d-a462-28a205796e41	e0e50c1e-e1a1-4d5c-b02d-3959dcc1416d	Fresh Frozen	371	TCGA
7099597a-b208-45b5-b9e0-11ab40d5e497	ee3d686e-fca9-48ad-9fd3-1dd6e1f99f28	FFPE	132	TCGA
7099597a-b208-45b5-b9e0-11ab40d5e497	5b2fa62b-48a6-4d49-b00b-e025162900e2	Fresh Frozen	128	TCGA
7d35b1e4-8dcf-4caa-adce-e4b72a2a10ca	5f3ab482-e452-4662-9448-35ff691ec0ef	FFPE	49	TCGA
7d35b1e4-8dcf-4caa-adce-e4b72a2a10ca	35d40095-b326-47d1-9c4e-ee665dc0ceda	FFPE	56	TCGA
7d35b1e4-8dcf-4caa-adce-e4b72a2a10ca	7f660561-a167-4fd3-940d-7bd1c584fa0d	Fresh Frozen	42	TCGA
7d35b1e4-8dcf-4caa-adce-e4b72a2a10ca	5f8306e5-5466-4145-ae83-c15d5701f883	Fresh Frozen	43	TCGA
7d35b1e4-8dcf-4caa-adce-e4b72a2a10ca	389896ec-4727-4f43-8ec5-1cd5a2cf82d2	Fresh Frozen	45	TCGA
7d35b1e4-8dcf-4caa-adce-e4b72a2a10ca	ea49e049-8b75-4f12-95a7-c3c8faf56be4	Fresh Frozen	51	TCGA
86b165c2-d0e6-4a4f-84ed-aa95e3133627	31fd0a13-c4c5-47cb-99cb-62b46c23f6c6	FFPE	180	TCGA
86b165c2-d0e6-4a4f-84ed-aa95e3133627	1c5d107b-4d5a-40e7-9868-6d727973b792	Fresh Frozen	282	TCGA
8785012f-f73e-4d68-87cf-1d804af32782	517dbbc7-cb6c-4311-9bb3-0c2df1c7f5bd	FFPE	363	TCGA
8785012f-f73e-4d68-87cf-1d804af32782	e9f98455-0ea2-473a-9a13-fe80e2d6d3b5	FFPE	478	TCGA
8785012f-f73e-4d68-87cf-1d804af32782	60a9dfc3-63b3-4722-942f-078c00df49ea	Fresh Frozen	99	TCGA
8785012f-f73e-4d68-87cf-1d804af32782	16df8d3c-e83a-4cf9-a74f-58d81edf27ce	Fresh Frozen	105	TCGA
8785012f-f73e-4d68-87cf-1d804af32782	7a526ef4-fc28-4439-8d1b-4b0fac80d693	Fresh Frozen	109	TCGA
8785012f-f73e-4d68-87cf-1d804af32782	ffb6d454-7914-41dc-bb05-5d0f0941a55a	Fresh Frozen	83	TCGA
889aec8e-14ba-48d9-8fe1-f2416e82b333	478b1b98-8826-47e2-bf43-bb93e222ea6a	FFPE	99	TCGA
889aec8e-14ba-48d9-8fe1-f2416e82b333	bcc711f9-9126-42b1-a9a8-025ae7ae602a	FFPE	97	TCGA
889aec8e-14ba-48d9-8fe1-f2416e82b333	49f96826-55df-4d09-8051-c78ed5abd9ff	Fresh Frozen	60	TCGA
889aec8e-14ba-48d9-8fe1-f2416e82b333	e0df3cc5-1b22-4f23-8188-b0833889060c	Fresh Frozen	133	TCGA
889aec8e-14ba-48d9-8fe1-f2416e82b333	6ac69292-ef84-4bcc-bad9-7b41a1d79eb2	Fresh Frozen	135	TCGA
889aec8e-14ba-48d9-8fe1-f2416e82b333	28e28895-488f-49f8-abe3-71fcefe2f0a1	Fresh Frozen	96	TCGA
889aec8e-14ba-48d9-8fe1-f2416e82b333	6221a9ee-a9e6-4854-920d-5e143c990f4c	Fresh Frozen	97	TCGA
889aec8e-14ba-48d9-8fe1-f2416e82b333	cfbac849-f3f0-4631-8ba8-cda1376865eb	Fresh Frozen	98	TCGA
889aec8e-14ba-48d9-8fe1-f2416e82b333	cf5bc11d-3d73-4256-8ebf-d25b969e4f95	Fresh Frozen	61	TCGA
889aec8e-14ba-48d9-8fe1-f2416e82b333	984a81ef-66c2-4f66-bdf0-cb5857d96f1f	Fresh Frozen	98	TCGA
8c7e74e0-71ef-49b8-9217-94b8ef740ef9	0815b61e-3e31-44b8-b25d-f2ee96d1a2c3	FFPE	607	TCGA
8c7e74e0-71ef-49b8-9217-94b8ef740ef9	9cde587b-6509-44da-9acd-0e9a401a4c44	FFPE	487	TCGA
8c7e74e0-71ef-49b8-9217-94b8ef740ef9	15ee0fc6-13d2-447f-83e9-33a9f9c2dc41	Fresh Frozen	68	TCGA
8c7e74e0-71ef-49b8-9217-94b8ef740ef9	3a8d3853-7028-4ec8-a114-836bce82ac19	Fresh Frozen	89	TCGA
8c7e74e0-71ef-49b8-9217-94b8ef740ef9	d09b1cbb-a4b6-48cd-9709-dba130e338e6	Fresh Frozen	90	TCGA
8c7e74e0-71ef-49b8-9217-94b8ef740ef9	ff7b0ec7-a713-41f6-bf99-0413516cbae5	Fresh Frozen	109	TCGA
91e249a6-b0b0-487e-9fad-0e9f5798dcae	ee96399c-a40e-4a50-adca-70ec60d7e1e4	FFPE	108	TCGA
91e249a6-b0b0-487e-9fad-0e9f5798dcae	32f3f198-efda-4ca5-890b-ceedcdab2f19	Fresh Frozen	19	TCGA
95cef916-5545-455b-920c-773a54fc7676	2c3f9bee-2ada-4bfc-8d21-2d43d3936c17	FFPE	268	TCGA
95cef916-5545-455b-920c-773a54fc7676	40c19640-0889-4ad3-b40c-d2f572a4042e	Fresh Frozen	43	TCGA
a6003b1c-56a9-430a-a5e2-b70af3f81bdb	ae400342-1fed-4d27-8347-8b695baf5759	FFPE	541	TCGA
a6003b1c-56a9-430a-a5e2-b70af3f81bdb	0eaea4dd-2f80-4a15-b66f-f593e2d8bb98	FFPE	519	TCGA
a6003b1c-56a9-430a-a5e2-b70af3f81bdb	1fd6461b-b595-4979-b92b-9a8d40469469	Fresh Frozen	155	TCGA
a6003b1c-56a9-430a-a5e2-b70af3f81bdb	ded48639-e612-495e-8b69-83d128042b3c	Fresh Frozen	149	TCGA
a6003b1c-56a9-430a-a5e2-b70af3f81bdb	4acfaf4a-36c5-4bd3-9666-8db662e6640f	Fresh Frozen	156	TCGA
a6003b1c-56a9-430a-a5e2-b70af3f81bdb	d3550811-84db-425e-b4a8-37d2c341050d	Fresh Frozen	134	TCGA
ab7adf74-6e87-4117-9742-54e323348e06	f1d986df-92de-4a1e-9af0-44e697f0c715	FFPE	404	TCGA
ab7adf74-6e87-4117-9742-54e323348e06	b192162a-ddc3-4a1d-a3df-501c85344d65	FFPE	335	TCGA
ab7adf74-6e87-4117-9742-54e323348e06	9d8fbce8-bb9b-4ce6-a1a1-c3b84063c1d7	Fresh Frozen	106	TCGA
ab7adf74-6e87-4117-9742-54e323348e06	22140811-a44d-4d46-a0e4-1b5d60b18f5e	Fresh Frozen	90	TCGA
ab7adf74-6e87-4117-9742-54e323348e06	b1689273-6150-4cde-9f0f-25c72ce921d3	Fresh Frozen	109	TCGA
ab7adf74-6e87-4117-9742-54e323348e06	c7d181df-5aa1-4ccb-a246-802364ff669d	Fresh Frozen	103	TCGA
b2ecbc0f-2c30-4200-8d5e-7b95424bcadb	d28fcc01-f192-443d-aa5e-70b648d00369	FFPE	124	TCGA
b2ecbc0f-2c30-4200-8d5e-7b95424bcadb	6ebf394d-a6ce-437a-8421-2065814179dd	Fresh Frozen	48	TCGA
bbe88801-34f3-46d2-bbfd-b46c3901ed71	a923ebb3-f2c8-4286-b881-4b9a4f7ac55c	FFPE	283	TCGA
bbe88801-34f3-46d2-bbfd-b46c3901ed71	837e0e03-42c2-4408-a489-036d346d8a3c	Fresh Frozen	554	TCGA
ccda26c1-a6d6-4317-8cf8-8a87e15ce12e	3bf960a0-2429-4cb9-a5b0-004879082635	FFPE	173	TCGA
ccda26c1-a6d6-4317-8cf8-8a87e15ce12e	a9f282fc-daa6-4dc0-97b0-590db400735d	FFPE	162	TCGA
ccda26c1-a6d6-4317-8cf8-8a87e15ce12e	1874ba12-a147-4586-a220-79f22a180574	Fresh Frozen	214	TCGA
ccda26c1-a6d6-4317-8cf8-8a87e15ce12e	1a0aa2bc-2c76-4295-b808-23aef90c415b	Fresh Frozen	192	TCGA
ccda26c1-a6d6-4317-8cf8-8a87e15ce12e	dea02341-5cd4-4d2a-9e0b-db50e14150c8	Fresh Frozen	173	TCGA
ccda26c1-a6d6-4317-8cf8-8a87e15ce12e	a65be278-8ff6-4531-9460-ababf068f0d8	Fresh Frozen	181	TCGA
ccda26c1-a6d6-4317-8cf8-8a87e15ce12e	c2b6a01c-979a-4f16-b685-7e2c9d0494c0	Fresh Frozen	186	TCGA
d976782c-90c1-421d-b83c-7fc2617e2709	f55b2156-dbed-4210-86d3-1623ccb12a50	FFPE	244	TCGA
d976782c-90c1-421d-b83c-7fc2617e2709	72edef66-f68a-4ed6-87e3-719e1744be6a	Fresh Frozen	248	TCGA
dc6ceece-efaa-4b9d-9e12-d35863d7a902	e8ec4d1f-465c-4e14-b00e-3058a9257f42	FFPE	85	TCGA
dc6ceece-efaa-4b9d-9e12-d35863d7a902	5fcf3cd2-0684-4ac8-8237-545996386f4b	Fresh Frozen	131	TCGA
eb4e4e09-98b3-4e85-8dd2-75676ff2af14	65f5cabd-4c7a-466d-8701-dea4a44d881d	FFPE	133	TCGA
eb4e4e09-98b3-4e85-8dd2-75676ff2af14	b6738974-c373-4008-89a9-48af8433b5ae	FFPE	153	TCGA
eb4e4e09-98b3-4e85-8dd2-75676ff2af14	23538c05-cf67-42bb-bd32-4072f0173fd2	Fresh Frozen	110	TCGA
eb4e4e09-98b3-4e85-8dd2-75676ff2af14	d24ad0f4-981c-4658-9e00-0c88259ff8fd	Fresh Frozen	129	TCGA
eb4e4e09-98b3-4e85-8dd2-75676ff2af14	afd394c6-f9d5-4cba-b0c8-8e3f2f45251c	Fresh Frozen	118	TCGA
eb4e4e09-98b3-4e85-8dd2-75676ff2af14	ed6010da-9af5-4c21-94c8-651b560359d6	Fresh Frozen	179	TCGA
ebc094a6-cdc9-4c02-b8ec-a181b25a364d	3cd447b8-6c25-41ff-bd32-3c3dba6a70de	FFPE	286	TCGA
ebc094a6-cdc9-4c02-b8ec-a181b25a364d	e438d677-7ab7-48c4-a2b8-23da72249437	Fresh Frozen	91	TCGA
ebc094a6-cdc9-4c02-b8ec-a181b25a364d	d5ce9a87-49a1-46b4-8fa1-b72367d70617	Fresh Frozen	103	TCGA
f130f376-5801-40f9-975d-a7e2f7b5670d	f6ffc6cb-f473-42ed-9e67-a991654915b0	FFPE	264	TCGA
f130f376-5801-40f9-975d-a7e2f7b5670d	5b41297b-fce4-42a3-8086-c3a76177e07c	Fresh Frozen	89	TCGA
f130f376-5801-40f9-975d-a7e2f7b5670d	eb69dc7d-8544-4ebe-b257-5d1b9f4a25ec	Fresh Frozen	57	TCGA
f2622cdb-ac92-42b3-a1ca-67e133c3dd4a	b63a9c22-20d2-4c39-b4dc-c787d3d4baa5	FFPE	561	TCGA
f2622cdb-ac92-42b3-a1ca-67e133c3dd4a	07029d7f-13bb-4a38-9f88-e5b599ea3a45	Fresh Frozen	54	TCGA
fb79c491-7b01-42ae-8369-8364e442e31b	1a9ca0a1-86f0-4890-a145-9928376e3fc6	FFPE	68	TCGA
fb79c491-7b01-42ae-8369-8364e442e31b	f8372559-21ee-43a1-98a4-eac9a531469c	FFPE	67	TCGA
fb79c491-7b01-42ae-8369-8364e442e31b	bf6b8b98-ee17-4472-89bd-705bdeb877b5	Fresh Frozen	49	TCGA
fb79c491-7b01-42ae-8369-8364e442e31b	31e54812-98dc-450e-8355-89029a86fa2c	Fresh Frozen	36	TCGA
fb79c491-7b01-42ae-8369-8364e442e31b	32df05f1-6031-4561-a29c-256aee3ce34d	Fresh Frozen	39	TCGA
fb79c491-7b01-42ae-8369-8364e442e31b	3a2399d6-98c3-4ca2-bea1-bbfd0558156f	Fresh Frozen	47	TCGA
fb79c491-7b01-42ae-8369-8364e442e31b	7d3e5945-85a4-4aed-9c82-43f78c21ac5e	Fresh Frozen	76	TCGA
