sample_name	model	auroc	auprc	workflow_type	workflow_type_right
31fd0a13-c4c5-47cb-99cb-62b46c23f6c6	VAFSNVF	0.537138537138538	0.76552845169808	MuTect2	MuTect2
325431c6-70f2-4fb0-a969-46b10813efd0	MicroSEC	0.582183908045977	0.538236344145902	MuSE	MuSE
325431c6-70f2-4fb0-a969-46b10813efd0	MOBSNVF	0.637336504161716	0.581587240875675	MuSE	MuSE
325431c6-70f2-4fb0-a969-46b10813efd0	SOBDetector	0.548076923076924	0.491464574370537	MuSE	MuSE
325431c6-70f2-4fb0-a969-46b10813efd0	VAFSNVF	0.816884661117716	0.741182332291172	MuSE	MuSE
35747597-f511-4954-b44f-98367268ad44	MicroSEC	0.514546732255798	0.186201940971638	SomaticSniper	SomaticSniper
35747597-f511-4954-b44f-98367268ad44	MOBSNVF	0.847147714335213	0.544824570067803	SomaticSniper	SomaticSniper
35747597-f511-4954-b44f-98367268ad44	SOBDetector	0.772918322195602	0.44602177399945	SomaticSniper	SomaticSniper
35747597-f511-4954-b44f-98367268ad44	VAFSNVF	0.358572944510444	0.160992557742245	SomaticSniper	SomaticSniper
35d40095-b326-47d1-9c4e-ee665dc0ceda	MicroSEC	0.5	0.5	MuTect2	MuTect2
35d40095-b326-47d1-9c4e-ee665dc0ceda	MOBSNVF	0.963010204081633	0.943398806619439	MuTect2	MuTect2
35d40095-b326-47d1-9c4e-ee665dc0ceda	SOBDetector	0.479471166622376	0.529313185399096	MuTect2	MuTect2
35d40095-b326-47d1-9c4e-ee665dc0ceda	VAFSNVF	0.878188775510204	0.752321463595519	MuTect2	MuTect2
39329506-f3bf-4af7-9372-01a2f0ea9499	MicroSEC	0.777321428571428	0.464715233351875	MuTect2	MuTect2
39329506-f3bf-4af7-9372-01a2f0ea9499	MOBSNVF	0.785892857142859	0.529414700948599	MuTect2	MuTect2
39329506-f3bf-4af7-9372-01a2f0ea9499	SOBDetector	0.915885787175586	0.591813878371819	MuTect2	MuTect2
39329506-f3bf-4af7-9372-01a2f0ea9499	VAFSNVF	0.847321428571429	0.556820799754643	MuTect2	MuTect2
3bf960a0-2429-4cb9-a5b0-004879082635	MicroSEC	0.518464052287583	0.888210035835244	MuTect2	MuTect2
3bf960a0-2429-4cb9-a5b0-004879082635	MOBSNVF	0.967973856209151	0.995835142729546	MuTect2	MuTect2
3bf960a0-2429-4cb9-a5b0-004879082635	SOBDetector	0.7865990990991	0.953155093560047	MuTect2	MuTect2
3bf960a0-2429-4cb9-a5b0-004879082635	VAFSNVF	0.580718954248365	0.899784628954924	MuTect2	MuTect2
3cd447b8-6c25-41ff-bd32-3c3dba6a70de	MicroSEC	0.726720886374352	0.433604386755182	MuTect2	MuTect2
3cd447b8-6c25-41ff-bd32-3c3dba6a70de	MOBSNVF	0.881895332390388	0.729930017281086	MuTect2	MuTect2
3cd447b8-6c25-41ff-bd32-3c3dba6a70de	SOBDetector	0.941166962493978	0.808958242687402	MuTect2	MuTect2
3cd447b8-6c25-41ff-bd32-3c3dba6a70de	VAFSNVF	0.76417373880245	0.501544704093167	MuTect2	MuTect2
3f6148ae-dc9b-47ea-ade9-9efb7f351de2	MicroSEC	0.603891605352927	0.0874125100408053	SomaticSniper	SomaticSniper
3f6148ae-dc9b-47ea-ade9-9efb7f351de2	MOBSNVF	0.842382223183907	0.352597495895167	SomaticSniper	SomaticSniper
3f6148ae-dc9b-47ea-ade9-9efb7f351de2	SOBDetector	0.783427008819123	0.24668494318164	SomaticSniper	SomaticSniper
3f6148ae-dc9b-47ea-ade9-9efb7f351de2	VAFSNVF	0.382717552021348	0.0665022591223587	SomaticSniper	SomaticSniper
404def10-0bf2-4aed-bd63-3e16243330b5	MicroSEC	0.568627450980392	0.975688956070783	MuSE	MuSE
404def10-0bf2-4aed-bd63-3e16243330b5	MOBSNVF	0.970588235294125	0.999113531778496	MuSE	MuSE
404def10-0bf2-4aed-bd63-3e16243330b5	SOBDetector	0.676424870466322	0.960997656900333	MuSE	MuSE
404def10-0bf2-4aed-bd63-3e16243330b5	VAFSNVF	0.916666666666663	0.997476275432162	MuSE	MuSE
417e0afd-9cea-4fbf-9067-24ad19d7e20b	MicroSEC	0.764790764790765	0.960904102471322	MuSE	MuSE
417e0afd-9cea-4fbf-9067-24ad19d7e20b	MOBSNVF	0.445887445887446	0.909390106256888	MuSE	MuSE
417e0afd-9cea-4fbf-9067-24ad19d7e20b	SOBDetector	0.47209595959596	0.87844100805124	MuSE	MuSE
417e0afd-9cea-4fbf-9067-24ad19d7e20b	VAFSNVF	0.48268398268398	0.879130846576562	MuSE	MuSE
